"","datesong","mean_views","mean_score","min_views","max_views","mean_likes","min_likes","max_likes","vid_name","ytub_url","art_name","d_posted","cartist","colab"
"115","4701_https://www.youtube.com/watch?v=JiCZ5tEUISY",305307.669117647,17.625,304431,306212,1752.65441176471,1744,1760,"Ligi Soo remix","https://www.youtube.com/watch?v=JiCZ5tEUISY","King Kaka Chiwawa 
Femi One
Jay A 
Lyra Aoko
Maddtraxx 
Mejja 
Petra 
Raz 
Wangechi",1373662800,"kaka","yes"
"116","4786_https://www.youtube.com/watch?v=XDty5suQEfk",25380.1838235294,3,24481,26259,158.654411764706,152,164,"Fly ","https://www.youtube.com/watch?v=XDty5suQEfk","Khaligraph Jones  K47 
Kristoff 
Roso",1397163600,"khaligraphjones","yes"
"117","4819_https://www.youtube.com/watch?v=0HvEq8Fuxko",3332.52941176471,0,3304,3353,19,19,19,"Live","https://www.youtube.com/watch?v=0HvEq8Fuxko","Malachi  Juliani 
Rufftone",1357678800,"juliani","yes"
"118","5211_https://www.youtube.com/watch?v=2Qze3MEBSss",3305.88235294118,13.1029411764706,3108,3519,100.816176470588,96,106,"Coming","https://www.youtube.com/watch?v=2Qze3MEBSss","Amza Cara Feral
Singa Babz
 Khaligraph Jones",1446930000,"khaligraphjones","yes"
"119","5314_https://www.youtube.com/watch?v=-7OcGS6sV8E",152051.816176471,21.5955882352941,148162,156488,1092.38235294118,1060,1125,"Biashara","https://www.youtube.com/watch?v=-7OcGS6sV8E","STL  Khaligraph Jones 
Kristoff",1405544400,"khaligraphjones","yes"
"120","5357_https://www.youtube.com/watch?v=XWqFFlwC_yI",374896.985294118,56,349832,407853,1447.75,1387,1528,"Twende","https://www.youtube.com/watch?v=XWqFFlwC_yI","King Kaka Sudi Boy",1406840400,"kaka","yes"
"121","5361_https://www.youtube.com/watch?v=Ygq1zP9mXYg",58426.1764705882,2,57576,59539,235.602941176471,231,240,"Nakuchukia","https://www.youtube.com/watch?v=Ygq1zP9mXYg","King Kaka Sudi Boy",1333659600,"kaka","yes"
"122","5371_https://www.youtube.com/watch?v=dnAPrKugmAk",47039.3088235294,23.2573529411765,44338,49013,395.139705882353,370,415,"Natesa","https://www.youtube.com/watch?v=dnAPrKugmAk","Khaligraph Jones  Sultan Wa Pwani",1430168400,"khaligraphjones","yes"
"123","5372_https://www.youtube.com/watch?v=uQymagSHJvM",1332.67647058824,0.808823529411765,1304,1365,15,15,15,"So Far So Good","https://www.youtube.com/watch?v=uQymagSHJvM","Sultan Wa Pwani  Khaligraph Jones",1427144400,"khaligraphjones","yes"
"124","5463_https://www.youtube.com/watch?v=-e6rzgQrHeY",22567.7573529412,2,21557,23107,246.176470588235,235,250,"1963 [Unite Kenya]","https://www.youtube.com/watch?v=-e6rzgQrHeY","King Kaka Kanana 
Tim Rimbui",1382302800,"kaka","yes"
"125","5501_https://www.youtube.com/watch?v=prLNVl4OS5E",9320.875,2,7030,10710,87.6323529411765,72,94,"Hands In The Air","https://www.youtube.com/watch?v=prLNVl4OS5E","Khaligraph Jones Frobo 
Toti",1416344400,"khaligraphjones","yes"
"126","5531_https://www.youtube.com/watch?v=nPFgZxe199g",22908.3602941176,57.4117647058824,20097,26164,143.588235294118,137,153,"Iz Vipi","https://www.youtube.com/watch?v=nPFgZxe199g","Calvo Mistari Khaligraph Jones 
UB",1444770000,"khaligraphjones","yes"
"127","5544_https://www.youtube.com/watch?v=x9h_ygctnwA",177860.318518519,22.3555555555556,173477,182660,813.444444444444,797,828,"We be Happening Remix","https://www.youtube.com/watch?v=x9h_ygctnwA","Khaligraph Jones Kristoff 
Ulopa 
 Abbas 
Frasha 
Nessa 
Wyre",1402002000,"khaligraphjones","yes"
"128","5595_https://www.youtube.com/watch?v=NNHgOodaiBI",1112.86666666667,7.66666666666667,999,1251,21.4444444444444,21,23,"Free","https://www.youtube.com/watch?v=NNHgOodaiBI","Blessed Jo Kaka Chinizee
Vicky Pon Dis",1448917200,"kaka","yes"
"129","5686_https://www.youtube.com/watch?v=Ra2aRnWaomg",54661.5111111111,5,54031,55317,403.807407407407,399,408,"Tulia Tu","https://www.youtube.com/watch?v=Ra2aRnWaomg","King Kaka HHP 
Wangechi",1392930000,"kaka","yes"
"130","5688_https://www.youtube.com/watch?v=JiCZ5tEUISY",305301.244444444,17.6296296296296,304431,306212,1752.60740740741,1744,1760,"Ligi Soo remix","https://www.youtube.com/watch?v=JiCZ5tEUISY","King Kaka Chiwawa 
Femi One
Jay A 
Lyra Aoko
Maddtraxx 
Mejja 
Petra 
Raz 
Wangechi",1373662800,"kaka","yes"
"131","5806_https://www.youtube.com/watch?v=EsWJCNn4VaE",79514.3358208955,729.305970149254,59384,97019,653.373134328358,523,751,"Hotter","https://www.youtube.com/watch?v=EsWJCNn4VaE","Wyre  Khaligraph Jones",1449781200,"khaligraphjones","yes"
"132","5813_https://www.youtube.com/watch?v=x9h_ygctnwA",177830.425373134,22.3582089552239,173477,182660,813.350746268657,797,828,"We be Happening Remix","https://www.youtube.com/watch?v=x9h_ygctnwA","Khaligraph Jones Kristoff 
Ulopa 
 Abbas 
Frasha 
Nessa 
Wyre",1402002000,"khaligraphjones","yes"
"133","5844_https://www.youtube.com/watch?v=f4ekDcr6IV8",3497.44776119403,7.94776119402985,3319,3652,87.8507462686567,86,90,"Starz Spell My Name Rmx ","https://www.youtube.com/watch?v=f4ekDcr6IV8","Young Morgan Khaligraph Jones",1444165200,"khaligraphjones","yes"
"134","5846_https://www.youtube.com/watch?v=MOCRkyfeHUA",518.746268656716,0,517,520,2,2,2,"Sesube","https://www.youtube.com/watch?v=MOCRkyfeHUA","Yunasi  King Kaka",1400101200,"kaka","yes"
